year,iso3_o,iso3_d,iso_o,iso_d,flow,gdp_o,gdp_d,pop_o,pop_d,distw,comlang_off,contig,wto_o,wto_d,gatt_o,gatt_d,wto_joint,EU_joint,EAEU_joint
2011,ARM,MDA,ARM,MDA,415.475,10142343.168,7016162.816000001,2964.12,3559.986,1470,0,0,1,1,0,0,1,0,0
2012,ARM,MDA,ARM,MDA,710.063,9958217.728,7284686.336,2969.081,3559.519,1470,0,0,1,1,0,0,1,0,0
2013,ARM,MDA,ARM,MDA,492.252,10432169.984,7969618.944,2976.5660000000003,3559,1470,0,0,1,1,0,0,1,0,0
2014,ARM,MDA,ARM,MDA,514.589,11609512.96,7983270.912,2906.2200000000003,3556.397,1470,0,0,1,1,0,0,1,0,0
2015,ARM,MDA,ARM,MDA,586.7760000000001,10529182.72,6512899.584,2916.9500000000003,3554.108,1470,0,0,1,1,0,0,1,0,0
2016,ARM,MDA,ARM,MDA,380.103,10547331.072,6749515.776000001,2924.8160000000003,3552,1470,0,0,1,1,0,0,1,0,0
2017,ARM,MDA,ARM,MDA,647.738,11527458.566,9669741.744,2944.789,2755.158,1470,0,0,1,1,0,0,1,0,0
2018,ARM,MDA,ARM,MDA,1410.081,12457941.907,11457443.185,2951.741,2708.214,1470,0,0,1,1,0,0,1,0,0
2019,ARM,MDA,ARM,MDA,2343.556,13619291.361,11971345.003,2957.728,2664.974,1470,0,0,1,1,0,0,1,0,0
2020,ARM,MDA,ARM,MDA,1003.268,12641209.802,11859730.544,2963.234,2620.495,1470,0,0,1,1,0,0,1,0,0
1996,ARM,RUS,ARM,RUS,38478.203,1596968.96,391721385.984,3173.425,148160.126,1701,0,0,0,0,0,0,0,0,0
1997,ARM,RUS,ARM,RUS,59658.757,1639492.48,404926529.536,3137.652,147915.375,1701,0,0,0,0,0,0,0,0,0
1998,ARM,RUS,ARM,RUS,39245.281,1893726.464,270953119.744,3112.958,147670.776,1701,0,0,0,0,0,0,0,0,0
1999,ARM,RUS,ARM,RUS,33819.607,1845482.24,195905765.376,3093.82,147214.783,1701,0,0,0,0,0,0,0,0,0
2000,ARM,RUS,ARM,RUS,43811.137,1911563.648,259708502.016,3076.098,146596.863,1690,0,0,0,0,0,0,0,0,0
2001,ARM,RUS,ARM,RUS,57697.812,2118467.968,306602672.128,3059.96,145976.471,1690,0,0,0,0,0,0,0,0,0
2002,ARM,RUS,ARM,RUS,61597.201,2376335.104,345110446.08,3047.002,145408.035,1690,0,0,0,0,0,0,0,0,0
2003,ARM,RUS,ARM,RUS,91059.608,2807060.992,430347780.096,3036.032,144667.465,1690,0,0,1,0,0,0,0,0,0
2004,ARM,RUS,ARM,RUS,75270.731,3576615.168,591016689.664,3025.652,143821.213,1690,0,0,1,0,0,0,0,0,0
2005,ARM,RUS,ARM,RUS,115843.004,4900436.992000001,764000927.744,3014.917,143113.892,1682,0,0,1,0,0,0,0,0,0
2006,ARM,RUS,ARM,RUS,114863.112,6384457.728,989930520.576,3002.911,142487.259,1682,0,0,1,0,0,0,0,0,0
2007,ARM,RUS,ARM,RUS,196059.976,9206301.696,1299705233.408,2989.882,142114.899,1682,0,0,1,0,0,0,0,0,0
2008,ARM,RUS,ARM,RUS,214277.661,11662041.088,1660844376.064,2977.4880000000003,141956.40600000002,1682,0,0,1,0,0,0,0,0,0
2009,ARM,RUS,ARM,RUS,111065.327,8647937.024,1222643679.232,2968.154,141909.241,1682,0,0,1,0,0,0,0,0,0
2010,ARM,RUS,ARM,RUS,159906.527,9260286.976,1524916158.464,2963.496,142385.529,1677,0,0,1,0,0,0,0,0,0
2011,ARM,RUS,ARM,RUS,220810.35,10142343.168,1904792961.024,2964.12,142956.467,1677,0,0,1,0,0,0,0,0,0
2012,ARM,RUS,ARM,RUS,300710.539,9958217.728,2017470971.904,2969.081,143177.994,1677,0,0,1,1,0,0,1,0,0
2013,ARM,RUS,ARM,RUS,352394.592,10432169.984,2096777003.008,2976.5660000000003,143499.863,1677,0,0,1,1,0,0,1,0,0
2014,ARM,RUS,ARM,RUS,314171.473,11609512.96,2063662317.568,2906.2200000000003,143819.672,1677,0,0,1,1,0,0,1,0,0
2015,ARM,RUS,ARM,RUS,225870.677,10529182.72,1365865267.2,2916.9500000000003,144096.863,1679,0,0,1,1,0,0,1,0,1
2016,ARM,RUS,ARM,RUS,397617.879,10547331.072,1283162374.144,2924.8160000000003,144342.392,1679,0,0,1,1,0,0,1,0,1
2017,ARM,RUS,ARM,RUS,540514.457,11527458.566,1574199387.071,2944.789,144496.73500000002,1679,0,0,1,1,0,0,1,0,1
2018,ARM,RUS,ARM,RUS,641864.227,12457941.907,1657329646.184,2951.741,144477.859,1679,0,0,1,1,0,0,1,0,1
2019,ARM,RUS,ARM,RUS,767669.868,13619291.361,1693113904.263,2957.728,144406.265,1679,0,0,1,1,0,0,1,0,1
2020,ARM,RUS,ARM,RUS,658361.06,12641209.802,1488321875.49,2963.234,144073.135,1682,0,0,1,1,0,0,1,0,1
1997,ARM,TJK,ARM,TJK,40.794,1639492.48,921843.136,3137.652,5937.177,2093,0,0,0,0,0,0,0,0,0
2000,ARM,TJK,ARM,TJK,1,1911563.648,860550.272,3076.098,6186.152,2093,0,0,0,0,0,0,0,0,0
2001,ARM,TJK,ARM,TJK,241.77,2118467.968,1080774.016,3059.96,6289.34,2093,0,0,0,0,0,0,0,0,0
2002,ARM,TJK,ARM,TJK,128,2376335.104,1221113.856,3047.002,6404.118,2093,0,0,0,0,0,0,0,0,0
2005,ARM,TJK,ARM,TJK,4.53,4900436.992000001,2312319.488,3014.917,6805.655,2093,0,0,1,0,0,0,0,0,0
2006,ARM,TJK,ARM,TJK,242.091,6384457.728,2830236.16,3002.911,6954.522,2093,0,0,1,0,0,0,0,0,0
2007,ARM,TJK,ARM,TJK,60.223,9206301.696,3719497.472,2989.882,7111.0250000000005,2093,0,0,1,0,0,0,0,0,0
2008,ARM,TJK,ARM,TJK,23.42,11662041.088,5161336.32,2977.4880000000003,7275.252,2093,0,0,1,0,0,0,0,0,0
2009,ARM,TJK,ARM,TJK,252.785,8647937.024,4979482.112,2968.154,7447.396,2093,0,0,1,0,0,0,0,0,0
2010,ARM,TJK,ARM,TJK,213.274,9260286.976,5642178.5600000005,2963.496,7627.326,2093,0,0,1,0,0,0,0,0,0
2011,ARM,TJK,ARM,TJK,624.062,10142343.168,6522732.032000001,2964.12,7814.85,2093,0,0,1,0,0,0,0,0,0
2012,ARM,TJK,ARM,TJK,484.484,9958217.728,7633049.600000001,2969.081,8008.99,2093,0,0,1,0,0,0,0,0,0
2013,ARM,TJK,ARM,TJK,1346.202,10432169.984,8508103.68,2976.5660000000003,8207.834,2093,0,0,1,1,0,0,1,0,0
2014,ARM,TJK,ARM,TJK,622.366,11609512.96,9236308.992,2906.2200000000003,8362.745,2093,0,0,1,1,0,0,1,0,0
2015,ARM,TJK,ARM,TJK,386.72,10529182.72,7853450.24,2916.9500000000003,8548.651,2093,0,0,1,1,0,0,1,0,0
2016,ARM,TJK,ARM,TJK,788.748,10547331.072,6951656.96,2924.8160000000003,8734.951000000001,2093,0,0,1,1,0,0,1,0,0
2017,ARM,TJK,ARM,TJK,959.818,11527458.566,7536439.875,2944.789,8880.27,2093,0,0,1,1,0,0,1,0,0
2018,ARM,TJK,ARM,TJK,1794.549,12457941.907,7765014.424000001,2951.741,9100.847,2093,0,0,1,1,0,0,1,0,0
2019,ARM,TJK,ARM,TJK,1713.584,13619291.361,8300784.857,2957.728,9321.023,2093,0,0,1,1,0,0,1,0,0
2020,ARM,TJK,ARM,TJK,621.592,12641209.802,8133996.648,2963.234,9537.642,2093,0,0,1,1,0,0,1,0,0
1997,ARM,TKM,ARM,TKM,22949.449,1639492.48,2450084.864,3137.652,4335.991,1224,0,0,0,0,0,0,0,0,0
1998,ARM,TKM,ARM,TKM,34583.032,1893726.464,2605688.064,3112.958,4395.293,1224,0,0,0,0,0,0,0,0,0
1999,ARM,TKM,ARM,TKM,7448.216,1845482.24,2450686.72,3093.82,4449.427,1224,0,0,0,0,0,0,0,0,0
2000,ARM,TKM,ARM,TKM,19782.587,1911563.648,2904662.528,3076.098,4501.419,1224,0,0,0,0,0,0,0,0,0
2001,ARM,TKM,ARM,TKM,807.658,2118467.968,3534771.968,3059.96,4551.762,1224,0,0,0,0,0,0,0,0,0
2002,ARM,TKM,ARM,TKM,2684.44,2376335.104,4462028.8,3047.002,4600.171,1224,0,0,0,0,0,0,0,0,0
2003,ARM,TKM,ARM,TKM,3466.77,2807060.992,5977440.768,3036.032,4648.037,1224,0,0,1,0,0,0,0,0,0
2004,ARM,TKM,ARM,TKM,423.428,3576615.168,6838350.848,3025.652,4696.876,1224,0,0,1,0,0,0,0,0,0
2005,ARM,TKM,ARM,TKM,777.525,4900436.992000001,8104355.84,3014.917,4747.839,1224,0,0,1,0,0,0,0,0,0
2006,ARM,TKM,ARM,TKM,1661.597,6384457.728,10277598.208,3002.911,4801.595,1224,0,0,1,0,0,0,0,0,0
2007,ARM,TKM,ARM,TKM,2047.591,9206301.696,12664165.376,2989.882,4858.236,1224,0,0,1,0,0,0,0,0,0
2008,ARM,TKM,ARM,TKM,4220.546,11662041.088,19271522.304,2977.4880000000003,4917.543,1224,0,0,1,0,0,0,0,0,0
2009,ARM,TKM,ARM,TKM,2744.456,8647937.024,20214386.688,2968.154,4978.962,1224,0,0,1,0,0,0,0,0,0
2010,ARM,TKM,ARM,TKM,8338.594000000001,9260286.976,22148069.376,2963.496,5041.995,1224,0,0,1,0,0,0,0,0,0
2011,ARM,TKM,ARM,TKM,4544.088,10142343.168,29233334.272,2964.12,5106.668,1224,0,0,1,0,0,0,0,0,0
2012,ARM,TKM,ARM,TKM,13455.286,9958217.728,35164209.152,2969.081,5172.9310000000005,1224,0,0,1,0,0,0,0,0,0
2013,ARM,TKM,ARM,TKM,18272.107,10432169.984,41850875.904,2976.5660000000003,5240.072,1224,0,0,1,0,0,0,0,0,0
2014,ARM,TKM,ARM,TKM,13163.902,11609512.96,43524210.688,2906.2200000000003,5466.241,1224,0,0,1,0,0,0,0,0,0
2015,ARM,TKM,ARM,TKM,17013.895,10529182.72,35799629.824,2916.9500000000003,5565.284000000001,1224,0,0,1,0,0,0,0,0,0
2016,ARM,TKM,ARM,TKM,4796.481,10547331.072,36179886.08,2924.8160000000003,5662.544,1224,0,0,1,0,0,0,0,0,0
2017,ARM,TKM,ARM,TKM,5611.805,11527458.566,37926285.714,2944.789,5757.667,1224,0,0,1,0,0,0,0,0,0
2018,ARM,TKM,ARM,TKM,3060.951,12457941.907,40765428.571,2951.741,5850.902,1224,0,0,1,0,0,0,0,0,0
2019,ARM,TKM,ARM,TKM,5106.897,13619291.361,45231428.571,2957.728,5942.094,1224,0,0,1,0,0,0,0,0,0
1996,ARM,UKR,ARM,UKR,3993.717,1596968.96,44558077.952,3173.425,51057.19,1255,0,0,0,0,0,0,0,0,0
1997,ARM,UKR,ARM,UKR,6077.005,1639492.48,50150400,3137.652,50594.105,1255,0,0,0,0,0,0,0,0,0
1998,ARM,UKR,ARM,UKR,4522.566,1893726.464,41883242.496,3112.958,50143.94,1255,0,0,0,0,0,0,0,0,0
1999,ARM,UKR,ARM,UKR,2092.5080000000003,1845482.24,31580639.232,3093.82,49673.351,1255,0,0,0,0,0,0,0,0,0
2000,ARM,UKR,ARM,UKR,3422.39,1911563.648,31261528.064,3076.098,49175.846,1257,0,0,0,0,0,0,0,0,0
2001,ARM,UKR,ARM,UKR,10898.466,2118467.968,38009344,3059.96,48683.865,1257,0,0,0,0,0,0,0,0,0
2002,ARM,UKR,ARM,UKR,7994.004,2376335.104,42392895.488,3047.002,48202.499,1257,0,0,0,0,0,0,0,0,0
2003,ARM,UKR,ARM,UKR,6687.861,2807060.992,50132955.136,3036.032,47812.95,1257,0,0,1,0,0,0,0,0,0
2004,ARM,UKR,ARM,UKR,10393.55,3576615.168,64883060.736,3025.652,47451.599,1257,0,0,1,0,0,0,0,0,0
2005,ARM,UKR,ARM,UKR,13620.516,4900436.992000001,86142017.536,3014.917,47105.148,1261,0,0,1,0,0,0,0,0,0
2006,ARM,UKR,ARM,UKR,22352.032,6384457.728,107753070.592,3002.911,46787.75,1261,0,0,1,0,0,0,0,0,0
2007,ARM,UKR,ARM,UKR,46152.035,9206301.696,142719008.768,2989.882,46509.35,1261,0,0,1,0,0,0,0,0,0
2008,ARM,UKR,ARM,UKR,25454.66,11662041.088,179992412.16,2977.4880000000003,46258.202,1261,0,0,1,1,0,0,1,0,0
2009,ARM,UKR,ARM,UKR,28217.023,8647937.024,117227765.76,2968.154,46053.299,1261,0,0,1,1,0,0,1,0,0
2010,ARM,UKR,ARM,UKR,17946.081000000002,9260286.976,136419303.424,2963.496,45870.701,1266,0,0,1,1,0,0,1,0,0
2011,ARM,UKR,ARM,UKR,18486.969,10142343.168,163421732.864,2964.12,45706.1,1266,0,0,1,1,0,0,1,0,0
2012,ARM,UKR,ARM,UKR,22948.647,9958217.728,176603430.912,2969.081,45593.3,1266,0,0,1,1,0,0,1,0,0
2013,ARM,UKR,ARM,UKR,19696.335,10432169.984,177430609.92000002,2976.5660000000003,45489.601,1266,0,0,1,1,0,0,1,0,0
2014,ARM,UKR,ARM,UKR,13276.274,11609512.96,133503410.176,2906.2200000000003,45271.946,1266,0,0,1,1,0,0,1,0,0
2015,ARM,UKR,ARM,UKR,7376.655,10529182.72,91030962.176,2916.9500000000003,45154.03,1270,0,0,1,1,0,0,1,0,0
2016,ARM,UKR,ARM,UKR,8216.102,10547331.072,93270482.944,2924.8160000000003,45004.646,1270,0,0,1,1,0,0,1,0,0
2017,ARM,UKR,ARM,UKR,10852.472,11527458.566,112090530.369,2944.789,44831.135,1270,0,0,1,1,0,0,1,0,0
2018,ARM,UKR,ARM,UKR,21083.378,12457941.907,130891049.797,2951.741,44622.517,1270,0,0,1,1,0,0,1,0,0
2019,ARM,UKR,ARM,UKR,24571.282,13619291.361,153882982.016,2957.728,44386.204,1270,0,0,1,1,0,0,1,0,0
2020,ARM,UKR,ARM,UKR,26371.224,12641209.802,156617861.449,2963.234,44132.05,1273,0,0,1,1,0,0,1,0,0
1997,ARM,UZB,ARM,UZB,118.131,1639492.48,14744603.648,3137.652,23667,2033,0,0,0,0,0,0,0,0,0
1999,ARM,UZB,ARM,UZB,240.83,1845482.24,17078465.536000002,3093.82,24311.649,2033,0,0,0,0,0,0,0,0,0
2000,ARM,UZB,ARM,UZB,128.37,1911563.648,13760374.784,3076.098,24650.4,2031,0,0,0,0,0,0,0,0,0
2001,ARM,UZB,ARM,UZB,56.647,2118467.968,11401351.168,3059.96,24964.451,2031,0,0,0,0,0,0,0,0,0
2002,ARM,UZB,ARM,UZB,221.08,2376335.104,9687951.36,3047.002,25271.851,2031,0,0,0,0,0,0,0,0,0
2003,ARM,UZB,ARM,UZB,498.715,2807060.992,10128112.64,3036.032,25567.65,2031,0,0,1,0,0,0,0,0,0
2004,ARM,UZB,ARM,UZB,839.299,3576615.168,12030023.68,3025.652,25864.349,2031,0,0,1,0,0,0,0,0,0
2005,ARM,UZB,ARM,UZB,360.653,4900436.992000001,14307510.272,3014.917,26167,2026,0,0,1,0,0,0,0,0,0
2006,ARM,UZB,ARM,UZB,1107.062,6384457.728,17030896.64,3002.911,26488.251,2026,0,0,1,0,0,0,0,0,0
2007,ARM,UZB,ARM,UZB,1492.674,9206301.696,22311393.28,2989.882,26868,2026,0,0,1,0,0,0,0,0,0
2008,ARM,UZB,ARM,UZB,3083.394,11662041.088,27934031.872,2977.4880000000003,27302.799,2026,0,0,1,0,0,0,0,0,0
2009,ARM,UZB,ARM,UZB,1609.261,8647937.024,32816828.416,2968.154,27767.401,2026,0,0,1,0,0,0,0,0,0
2010,ARM,UZB,ARM,UZB,1934.821,9260286.976,39332769.792,2963.496,28562.401,2020,0,0,1,0,0,0,0,0,0
2011,ARM,UZB,ARM,UZB,1620.375,10142343.168,45324320.768,2964.12,29339.399,2020,0,0,1,0,0,0,0,0,0
2012,ARM,UZB,ARM,UZB,1742.298,9958217.728,51183443.968,2969.081,29774.5,2020,0,0,1,0,0,0,0,0,0
2013,ARM,UZB,ARM,UZB,2152.963,10432169.984,56795656.192,2976.5660000000003,30241.1,2020,0,0,1,0,0,0,0,0,0
2014,ARM,UZB,ARM,UZB,2535.484,11609512.96,63067078.656,2906.2200000000003,30757.7,2020,0,0,1,0,0,0,0,0,0
2015,ARM,UZB,ARM,UZB,2534.46,10529182.72,66903805.952,2916.9500000000003,31298.901,2015,0,0,1,0,0,0,0,0,0
2016,ARM,UZB,ARM,UZB,1809.602,10547331.072,67220336.64,2924.8160000000003,31848.2,2015,0,0,1,0,0,0,0,0,0
2017,ARM,UZB,ARM,UZB,2283.781,11527458.566,62081323.299,2944.789,32388.599,2015,0,0,1,0,0,0,0,0,0
2018,ARM,UZB,ARM,UZB,2471.058,12457941.907,52633143.808,2951.741,32956.1,2015,0,0,1,0,0,0,0,0,0
2019,ARM,UZB,ARM,UZB,2679.012,13619291.361,59907674.027,2957.728,33580.349,2015,0,0,1,0,0,0,0,0,0
2020,ARM,UZB,ARM,UZB,2964.445,12641209.802,59894305.353,2963.234,34232.052,2010,0,0,1,0,0,0,0,0,0
2015,AZE,ARM,AZE,ARM,478.463,53074370.56,10529182.72,9649.341,2916.9500000000003,380,0,1,0,1,0,0,0,0,0
2016,AZE,ARM,AZE,ARM,2188.925,37847715.84,10547331.072,9762.274,2924.8160000000003,380,0,1,0,1,0,0,0,0,0
2017,AZE,ARM,AZE,ARM,2884.463,40865558.912,11527458.566,9854.033,2944.789,380,0,1,0,1,0,0,0,0,0
2018,AZE,ARM,AZE,ARM,4346.743,47112941.176,12457941.907,9939.771,2951.741,380,0,1,0,1,0,0,0,0,0
2019,AZE,ARM,AZE,ARM,6841.151,48174235.294,13619291.361,10024.283,2957.728,380,0,1,0,1,0,0,0,0,0
2020,AZE,ARM,AZE,ARM,9703.045,42693000,12641209.802,10093.121,2963.234,381,0,1,0,1,0,0,0,0,0
1996,AZE,BLR,AZE,BLR,3311.482,3176749.568,14756861.952,7763,10160,2174,0,0,0,0,0,0,0,0,0
1997,AZE,BLR,AZE,BLR,3607.051,3962710.272,14128412.672,7838.25,10117,2174,0,0,0,0,0,0,0,0,0
1998,AZE,BLR,AZE,BLR,5765.486,4446396.416,15222014.976,7913,10069,2174,0,0,0,0,0,0,0,0,0
1999,AZE,BLR,AZE,BLR,7025.787,4581222.4,12138485.76,7982.75,10035,2174,0,0,0,0,0,0,0,0,0
2000,AZE,BLR,AZE,BLR,6735.2,5272616.96,12736856.064,8048.6,10005,2176,0,0,0,0,0,0,0,0,0
2001,AZE,BLR,AZE,BLR,3495.4,5707618.3040000005,12354820.096,8111.2,9928,2176,0,0,0,0,0,0,0,0,0
2002,AZE,BLR,AZE,BLR,2221.9,6236024.832,14594925.568,8171.95,9865,2176,0,0,0,0,0,0,0,0,0
2003,AZE,BLR,AZE,BLR,1720.4,7275766.272,17825435.648000002,8234.1,9797,2176,0,0,0,0,0,0,0,0,0
2004,AZE,BLR,AZE,BLR,1214.8,8680511.488,23141586.944,8306.5,9730,2176,0,0,0,0,0,0,0,0,0
2005,AZE,BLR,AZE,BLR,1952.1,13245421.568,30210091.008,8391.85,9663,2178,0,0,0,0,0,0,0,0,0
2006,AZE,BLR,AZE,BLR,2721.6,20982269.952,36961918.976,8484.55,9604,2178,0,0,0,0,0,0,0,0,0
2007,AZE,BLR,AZE,BLR,3261.6,33050343.424,45275713.536,8581.3,9560,2178,0,0,0,0,0,0,0,0,0
2008,AZE,BLR,AZE,BLR,6226.5,48852484.096,60763484.16,8763.4,9528,2178,0,0,0,0,0,0,0,0,0
2009,AZE,BLR,AZE,BLR,5170.545,44291489.792,49208655.872,8947.243,9507,2178,0,0,0,0,0,0,0,0,0
2010,AZE,BLR,AZE,BLR,7210.455,52902703.104,55220932.608,9054.332,9490,2181,0,0,0,0,0,0,0,0,0
2011,AZE,BLR,AZE,BLR,825790.3,65951625.216,59734593.536,9173.082,9473,2181,0,0,0,0,0,0,0,0,0
2012,AZE,BLR,AZE,BLR,12212.6,68730904.576,63615447.04,9295.784,9464,2181,0,0,0,0,0,0,0,0,0
2013,AZE,BLR,AZE,BLR,14696.577,73560481.792,71709515.77600001,9416.598,9466,2181,0,0,0,0,0,0,0,0,0
2014,AZE,BLR,AZE,BLR,18399.1,75244167.168,78813052.928,9535.079,9474.511,2181,0,0,0,0,0,0,0,0,0
2015,AZE,BLR,AZE,BLR,10044.075,53074370.56,56454774.784,9649.341,9489.616,2182,0,0,0,0,0,0,0,0,0
2016,AZE,BLR,AZE,BLR,48235.491,37847715.84,47433441.28,9762.274,9507.12,2182,0,0,0,0,0,0,0,0,0
2017,AZE,BLR,AZE,BLR,17486.291,40865558.912,54726595.249,9854.033,9458.989,2182,0,0,0,0,0,0,0,0,0
2018,AZE,BLR,AZE,BLR,22902.826,47112941.176,60031262.269,9939.771,9438.785,2182,0,0,0,0,0,0,0,0,0
2019,AZE,BLR,AZE,BLR,21103.891,48174235.294,64409647.194,10024.283,9419.758,2182,0,0,0,0,0,0,0,0,0
2020,AZE,BLR,AZE,BLR,256924.7,42693000,61489588.895,10093.121,9379.952,2183,0,0,0,0,0,0,0,0,0
1995,AZE,EST,AZE,EST,439.357,3052467.456,4362191.36,7685,1436.634,2723,0,0,0,0,0,0,0,0,0
1996,AZE,EST,AZE,EST,544.8050000000001,3176749.568,4739181.568,7763,1415.594,2723,0,0,0,0,0,0,0,0,0
1997,AZE,EST,AZE,EST,1836.793,3962710.272,5059146.752,7838.25,1399.535,2723,0,0,0,0,0,0,0,0,0
1998,AZE,EST,AZE,EST,196.939,4446396.416,5608007.1680000005,7913,1386.156,2723,0,0,0,0,0,0,0,0,0
1999,AZE,EST,AZE,EST,424.178,4581222.4,5715278.848,7982.75,1380.62,2723,0,0,0,1,0,0,0,0,0
2000,AZE,EST,AZE,EST,706.913,5272616.96,5685561.3440000005,8048.6,1396.985,2723,0,0,0,1,0,0,0,0,0
2001,AZE,EST,AZE,EST,773.256,5707618.3040000005,6233506.3040000005,8111.2,1388.115,2723,0,0,0,1,0,0,0,0,0
2002,AZE,EST,AZE,EST,289.379,6236024.832,7308609.024,8171.95,1379.35,2723,0,0,0,1,0,0,0,0,0
2003,AZE,EST,AZE,EST,201.311,7275766.272,9822143.488,8234.1,1370.72,2723,0,0,0,1,0,0,0,0,0
2004,AZE,EST,AZE,EST,215.175,8680511.488,12057639.936,8306.5,1362.55,2723,0,0,0,1,0,0,0,0,0
2005,AZE,EST,AZE,EST,1462.91,13245421.568,14003096.576,8391.85,1354.775,2724,0,0,0,1,0,0,0,0,0
2006,AZE,EST,AZE,EST,6031.6500000000005,20982269.952,16958045.184,8484.55,1346.81,2724,0,0,0,1,0,0,0,0,0
2007,AZE,EST,AZE,EST,538.235,33050343.424,22228670.464,8581.3,1340.68,2724,0,0,0,1,0,0,0,0,0
2008,AZE,EST,AZE,EST,863.4060000000001,48852484.096,24185794.56,8763.4,1337.09,2724,0,0,0,1,0,0,0,0,0
2009,AZE,EST,AZE,EST,635.29,44291489.792,19640621.056,8947.243,1334.515,2724,0,0,0,1,0,0,0,0,0
2010,AZE,EST,AZE,EST,461.505,52902703.104,19479013.376,9054.332,1331.475,2725,0,0,0,1,0,0,0,0,0
2011,AZE,EST,AZE,EST,1266.809,65951625.216,22803433.472,9173.082,1327.439,2725,0,0,0,1,0,0,0,0,0
2012,AZE,EST,AZE,EST,983.911,68730904.576,22660753.408,9295.784,1325.016,2725,0,0,0,1,0,0,0,0,0
2013,AZE,EST,AZE,EST,1051.747,73560481.792,24880265.216,9416.598,1324.612,2725,0,0,0,1,0,0,0,0,0
2014,AZE,EST,AZE,EST,257.532,75244167.168,26213941.248,9535.079,1314.545,2725,0,0,0,1,0,0,0,0,0
2015,AZE,EST,AZE,EST,282.024,53074370.56,22460471.296,9649.341,1315.407,2725,0,0,0,1,0,0,0,0,0
2016,AZE,EST,AZE,EST,794.974,37847715.84,23136741.376,9762.274,1316.481,2725,0,0,0,1,0,0,0,0,0
2017,AZE,EST,AZE,EST,1359.104,40865558.912,26924385.103,9854.033,1317.384,2725,0,0,0,1,0,0,0,0,0
2018,AZE,EST,AZE,EST,1546.1,47112941.176,30489500.905,9939.771,1321.977,2725,0,0,0,1,0,0,0,0,0
2019,AZE,EST,AZE,EST,2295.06,48174235.294,31045591.753,10024.283,1326.855,2725,0,0,0,1,0,0,0,0,0
2020,AZE,EST,AZE,EST,1920.627,42693000,30650285.472,10093.121,1329.479,2726,0,0,0,1,0,0,0,0,0
1996,AZE,GEO,AZE,GEO,91557.554,3176749.568,3094915.5840000003,7763,4616.1,371,0,1,0,0,0,0,0,0,0
1997,AZE,GEO,AZE,GEO,133483.888,3962710.272,3510540.8000000003,7838.25,4531.6,371,0,1,0,0,0,0,0,0,0
1998,AZE,GEO,AZE,GEO,76914.054,4446396.416,3613500.16,7913,4487.3,371,0,1,0,0,0,0,0,0,0
1999,AZE,GEO,AZE,GEO,71713.66500000001,4581222.4,2800024.32,7982.75,4452.5,371,0,1,0,0,0,0,0,0,0
2000,AZE,GEO,AZE,GEO,74639.84300000001,5272616.96,3057453.568,8048.6,4418.3,371,0,1,0,1,0,0,0,0,0
2001,AZE,GEO,AZE,GEO,103235.625,5707618.3040000005,3219487.744,8111.2,4386.4000000000005,371,0,1,0,1,0,0,0,0,0
2002,AZE,GEO,AZE,GEO,80828.141,6236024.832,3395778.56,8171.95,4357,371,0,1,0,1,0,0,0,0,0
2003,AZE,GEO,AZE,GEO,111460.104,7275766.272,3991374.592,8234.1,4328.9,371,0,1,0,1,0,0,0,0,0
2004,AZE,GEO,AZE,GEO,188850.744,8680511.488,5125274.112,8306.5,4318.3,371,0,1,0,1,0,0,0,0,0
2005,AZE,GEO,AZE,GEO,233342.856,13245421.568,6411147.264,8391.85,4361.4,372,0,1,0,1,0,0,0,0,0
2006,AZE,GEO,AZE,GEO,318488.525,20982269.952,7761900.032000001,8484.55,4398,372,0,1,0,1,0,0,0,0,0
2007,AZE,GEO,AZE,GEO,381939.212,33050343.424,10172260.352,8581.3,4388.4000000000005,372,0,1,0,1,0,0,0,0,0
2008,AZE,GEO,AZE,GEO,607644.34,48852484.096,12799337.472,8763.4,4383.8,372,0,1,0,1,0,0,0,0,0
2009,AZE,GEO,AZE,GEO,395007.643,44291489.792,10766836.736,8947.243,4410.9000000000005,372,0,1,0,1,0,0,0,0,0
2010,AZE,GEO,AZE,GEO,410969.437,52902703.104,11638537.216,9054.332,4452.8,375,0,1,0,1,0,0,0,0,0
2011,AZE,GEO,AZE,GEO,535309.009,65951625.216,14434620.416,9173.082,4483.35,375,0,1,0,1,0,0,0,0,0
2012,AZE,GEO,AZE,GEO,570725.586,68730904.576,15846474.752,9295.784,4490.7,375,0,1,0,1,0,0,0,0,0
2013,AZE,GEO,AZE,GEO,519307.945,73560481.792,16140047.36,9416.598,4476.9000000000005,375,0,1,0,1,0,0,0,0,0
2014,AZE,GEO,AZE,GEO,529549.115,75244167.168,16509305.856,9535.079,3727,375,0,1,0,1,0,0,0,0,0
2015,AZE,GEO,AZE,GEO,538638.33,53074370.56,13993546.752,9649.341,3717.1,377,0,1,0,1,0,0,0,0,0
2016,AZE,GEO,AZE,GEO,492566.683,37847715.84,14332879.872,9762.274,3719.3,377,0,1,0,1,0,0,0,0,0
2017,AZE,GEO,AZE,GEO,567110.782,40865558.912,16242916.916,9854.033,3728.004,377,0,1,0,1,0,0,0,0,0
2018,AZE,GEO,AZE,GEO,592761.803,47112941.176,17596922.47,9939.771,3726.549,377,0,1,0,1,0,0,0,0,0
